order_id,brand,product_name,ram,upc,original_price,discount_percent,final_price,rating,reviews_count,quantity_sold,city,order_date,purchase_link
100154,Apple,iPhone 11 Pro Max,6 GB,MOBG6Y8B3II,74999,12,65999,4.8,4890,5,Pune,2024-11-18,https://www.flipkart.com/search?q=iPhone+11+Pro+Max
100155,Apple,iPhone 13,8 GB,MOBD67ZQGPT,59999,5,56999,4.3,2440,2,Jaipur,2023-02-28,https://www.flipkart.com/search?q=iPhone+13
100156,Apple,iPhone 12,8 GB,MOBJLDZN8U3,49999,7,46499,4.4,917,2,Bangalore,2024-06-28,https://www.flipkart.com/search?q=iPhone+12
100157,Apple,iPhone 15 Pro,6 GB,MOB6UO8JIGO,134900,2,132202,4.7,1521,1,Delhi,2024-11-29,https://www.flipkart.com/search?q=iPhone+15+Pro
100158,Apple,iPhone 12,6 GB,MOB37BEQSK6,49999,4,47999,4.7,2105,4,Mumbai,2023-06-08,https://www.flipkart.com/search?q=iPhone+12
100159,Apple,iPhone 13 Pro Max,4 GB,MOB3IX7T7HF,94999,14,81699,4.8,3126,4,Mumbai,2024-12-06,https://www.flipkart.com/search?q=iPhone+13+Pro+Max
100160,Apple,iPhone 11,8 GB,MOB00J3C45W,39999,12,35199,4.3,4793,1,Lucknow,2023-02-21,https://www.flipkart.com/search?q=iPhone+11
100161,Apple,iPhone 13 Pro,8 GB,MOB2JRBT2PI,89999,14,77399,4.8,3644,3,Kolkata,2023-03-01,https://www.flipkart.com/search?q=iPhone+13+Pro
100162,Apple,iPhone 12 Pro Max,4 GB,MOBNWVDAKTX,84999,15,72249,3.9,4737,1,Chennai,2024-01-02,https://www.flipkart.com/search?q=iPhone+12+Pro+Max
100163,Apple,iPhone 13,6 GB,MOBWUUKMSWL,59999,11,53399,4.8,2116,3,Bangalore,2023-12-01,https://www.flipkart.com/search?q=iPhone+13
100164,Apple,iPhone 14 Pro,6 GB,MOB2Q8721VN,119999,18,98399,4.3,686,5,Bangalore,2024-06-21,https://www.flipkart.com/search?q=iPhone+14+Pro
100165,Apple,iPhone 11,6 GB,MOB6ZA25FX1,39999,2,39199,4.8,2296,3,Chennai,2024-07-15,https://www.flipkart.com/search?q=iPhone+11
100166,Apple,iPhone 12 Pro,4 GB,MOBTH685OKF,79999,3,77599,4.4,378,2,Kolkata,2024-07-01,https://www.flipkart.com/search?q=iPhone+12+Pro
100167,Apple,iPhone 13 Pro Max,4 GB,MOBKQRKHCQ6,94999,14,81699,3.8,1915,5,Mumbai,2024-07-18,https://www.flipkart.com/search?q=iPhone+13+Pro+Max
100168,Apple,iPhone 14,8 GB,MOBSXS6CJMJ,69999,9,63699,4.3,2781,2,Lucknow,2023-03-04,https://www.flipkart.com/search?q=iPhone+14
100169,Apple,iPhone 15 Pro Max,4 GB,MOBCPBSKG0V,159900,17,132717,4.3,3764,4,Jaipur,2024-07-04,https://www.flipkart.com/search?q=iPhone+15+Pro+Max
100170,Apple,iPhone 11 Pro,4 GB,MOBN11SVR68,69999,14,60199,4.3,746,1,Mumbai,2023-02-11,https://www.flipkart.com/search?q=iPhone+11+Pro
100171,Apple,iPhone 11 Pro,4 GB,MOBH9DVW0O9,69999,5,66499,4.5,773,4,Jaipur,2024-01-16,https://www.flipkart.com/search?q=iPhone+11+Pro
100172,Apple,iPhone 13 Mini,6 GB,MOBSEJRWNRC,54999,18,45099,4.3,249,1,Bangalore,2023-01-28,https://www.flipkart.com/search?q=iPhone+13+Mini
100173,Apple,iPhone 14 Plus,8 GB,MOBTP6KZGHN,74999,5,71249,4,4493,1,Hyderabad,2023-07-04,https://www.flipkart.com/search?q=iPhone+14+Plus
100174,Apple,iPhone 11,4 GB,MOBKB8ACQ5X,39999,14,34399,4.1,2872,2,Mumbai,2023-06-27,https://www.flipkart.com/search?q=iPhone+11
100175,Apple,iPhone 12 Mini,4 GB,MOBUWV3AUW6,45999,16,38639,4,3656,4,Pune,2023-10-09,https://www.flipkart.com/search?q=iPhone+12+Mini
100176,Apple,iPhone 12 Pro Max,4 GB,MOBU1PBWAGK,84999,2,83299,3.9,1485,1,Hyderabad,2023-04-08,https://www.flipkart.com/search?q=iPhone+12+Pro+Max
100177,Apple,iPhone 14 Pro,8 GB,MOBJ3UYV2QV,119999,6,112799,4.6,3358,1,Chennai,2024-08-23,https://www.flipkart.com/search?q=iPhone+14+Pro
100178,Apple,iPhone 15 Pro Max,6 GB,MOBOTGO6QPP,159900,11,142311,4.8,726,4,Bangalore,2023-09-17,https://www.flipkart.com/search?q=iPhone+15+Pro+Max
100179,Apple,iPhone 12 Pro Max,8 GB,MOB4AQZHEH2,84999,6,79899,4.1,4931,3,Ahmedabad,2023-11-15,https://www.flipkart.com/search?q=iPhone+12+Pro+Max
100180,Apple,iPhone 12 Mini,4 GB,MOBHAKBNRCO,45999,12,40479,3.9,1434,3,Mumbai,2023-12-30,https://www.flipkart.com/search?q=iPhone+12+Mini
100181,Apple,iPhone 15 Pro Max,8 GB,MOBZ9O15LQS,159900,0,159900,3.8,1236,5,Ahmedabad,2023-09-24,https://www.flipkart.com/search?q=iPhone+15+Pro+Max
100182,Apple,iPhone 11,8 GB,MOB4NOKEIHB,39999,1,39599,4.3,4547,5,Chennai,2023-05-23,https://www.flipkart.com/search?q=iPhone+11
100183,Apple,iPhone 12 Mini,4 GB,MOBI09LCVD8,45999,19,37259,4.1,4439,1,Bangalore,2024-01-27,https://www.flipkart.com/search?q=iPhone+12+Mini
100184,Apple,iPhone 14,6 GB,MOBA4HLZ0CT,69999,15,59499,4.2,1580,5,Hyderabad,2024-08-27,https://www.flipkart.com/search?q=iPhone+14
100185,Apple,iPhone 15,8 GB,MOB2PZ8RYP3,79999,12,70399,4.3,1381,2,Pune,2023-08-31,https://www.flipkart.com/search?q=iPhone+15
100186,Apple,iPhone 15 Pro,6 GB,MOBKDRR75LZ,134900,1,133551,4.1,2078,5,Ahmedabad,2023-06-29,https://www.flipkart.com/search?q=iPhone+15+Pro
100187,Apple,iPhone 14,8 GB,MOB0OSSZUNR,69999,3,67899,4.1,3305,2,Bangalore,2024-11-25,https://www.flipkart.com/search?q=iPhone+14
100188,Apple,iPhone 14,8 GB,MOB3Y9DBUBX,69999,16,58799,4.4,1585,4,Jaipur,2023-04-27,https://www.flipkart.com/search?q=iPhone+14
100189,Apple,iPhone 15 Plus,4 GB,MOBQ27BHFUI,89999,14,77399,4.7,661,2,Pune,2024-09-06,https://www.flipkart.com/search?q=iPhone+15+Plus
100190,Apple,iPhone 15,6 GB,MOBAV7Y1YG6,79999,13,69599,4.8,4288,5,Bangalore,2023-12-25,https://www.flipkart.com/search?q=iPhone+15
100191,Apple,iPhone 14,6 GB,MOBBOMZFGHK,69999,16,58799,4,3164,4,Delhi,2023-05-24,https://www.flipkart.com/search?q=iPhone+14
100192,Apple,iPhone 14 Pro,4 GB,MOB532MX5DM,119999,6,112799,4,4280,4,Hyderabad,2024-02-06,https://www.flipkart.com/search?q=iPhone+14+Pro
100193,Apple,iPhone 14,8 GB,MOBBT9Q43VX,69999,17,58099,4.1,1985,5,Pune,2024-01-26,https://www.flipkart.com/search?q=iPhone+14
100194,Apple,iPhone 11,6 GB,MOB8FZJX1ZH,39999,9,36399,4.3,4156,4,Hyderabad,2024-11-06,https://www.flipkart.com/search?q=iPhone+11
100195,Apple,iPhone 13,4 GB,MOBO8GESRMJ,59999,1,59399,4.2,1866,2,Hyderabad,2023-04-05,https://www.flipkart.com/search?q=iPhone+13
100196,Apple,iPhone 11 Pro,8 GB,MOBCQGPVBEL,69999,5,66499,4.2,4608,4,Bangalore,2024-03-13,https://www.flipkart.com/search?q=iPhone+11+Pro
100197,Apple,iPhone 13 Mini,4 GB,MOBWENN3NDQ,54999,2,53899,4.5,2708,2,Pune,2024-08-13,https://www.flipkart.com/search?q=iPhone+13+Mini
100198,Apple,iPhone 13 Mini,4 GB,MOB0TTOEQB6,54999,4,52799,4,498,1,Hyderabad,2024-04-10,https://www.flipkart.com/search?q=iPhone+13+Mini
100199,Apple,iPhone 11 Pro Max,6 GB,MOBLN4BYZ8Y,74999,8,68999,4.5,1288,1,Bangalore,2023-03-23,https://www.flipkart.com/search?q=iPhone+11+Pro+Max
100200,Apple,iPhone 14 Plus,4 GB,MOBN2HUFMNH,74999,8,68999,4.5,662,1,Chennai,2024-07-30,https://www.flipkart.com/search?q=iPhone+14+Plus
100201,Apple,iPhone 13 Mini,4 GB,MOBHKW6V3XV,54999,14,47299,4,2952,4,Delhi,2024-04-07,https://www.flipkart.com/search?q=iPhone+13+Mini
100202,Apple,iPhone 12 Pro,6 GB,MOB9UKB85VN,79999,11,71199,4.6,4972,4,Hyderabad,2024-02-29,https://www.flipkart.com/search?q=iPhone+12+Pro
100203,Apple,iPhone 14 Pro,6 GB,MOBQE0OAXCO,119999,13,104399,4.8,1051,4,Kolkata,2024-06-30,https://www.flipkart.com/search?q=iPhone+14+Pro
100204,Apple,iPhone 14,4 GB,MOBMREE420V,69999,1,69299,3.8,4066,1,Mumbai,2024-08-03,https://www.flipkart.com/search?q=iPhone+14
100205,Apple,iPhone 14 Pro,8 GB,MOB1O5B1B9R,119999,6,112799,4.4,1237,3,Jaipur,2024-08-08,https://www.flipkart.com/search?q=iPhone+14+Pro
100206,Apple,iPhone 13 Mini,8 GB,MOB4ED60RP0,54999,8,50599,4.4,3915,3,Hyderabad,2024-05-02,https://www.flipkart.com/search?q=iPhone+13+Mini
100207,Apple,iPhone 12 Mini,8 GB,MOBE265KYDR,45999,5,43699,4,2923,4,Jaipur,2024-12-12,https://www.flipkart.com/search?q=iPhone+12+Mini
100208,Apple,iPhone 14 Pro Max,8 GB,MOBK4YWM96N,129999,17,107899,4.4,1157,5,Ahmedabad,2024-02-19,https://www.flipkart.com/search?q=iPhone+14+Pro+Max
100209,Apple,iPhone 15 Pro,4 GB,MOBZ24RDV80,134900,8,124108,4.9,2045,4,Delhi,2023-01-21,https://www.flipkart.com/search?q=iPhone+15+Pro
100210,Apple,iPhone 14,4 GB,MOB06CQCD3V,69999,13,60899,4.4,2089,2,Lucknow,2023-10-24,https://www.flipkart.com/search?q=iPhone+14
100211,Apple,iPhone 12 Mini,6 GB,MOB0Y77AXNV,45999,7,42779,4.7,3746,3,Bangalore,2024-09-01,https://www.flipkart.com/search?q=iPhone+12+Mini
100212,Apple,iPhone 13 Pro Max,6 GB,MOBPDYUNYB7,94999,4,91199,4.3,1824,3,Jaipur,2023-07-04,https://www.flipkart.com/search?q=iPhone+13+Pro+Max
100213,Apple,iPhone 11,4 GB,MOBC3OB24ZN,39999,14,34399,4.2,4468,1,Kolkata,2024-02-14,https://www.flipkart.com/search?q=iPhone+11
100214,Apple,iPhone 13 Mini,6 GB,MOBQOFDZ4F1,54999,6,51699,4.4,2037,1,Pune,2024-04-15,https://www.flipkart.com/search?q=iPhone+13+Mini
100215,Apple,iPhone 11,6 GB,MOBWJ1NXSSR,39999,19,32399,4.7,2399,1,Kolkata,2023-01-05,https://www.flipkart.com/search?q=iPhone+11
100216,Apple,iPhone 13 Mini,4 GB,MOBI4ZPEW9G,54999,17,45649,4.1,2157,4,Bangalore,2023-01-13,https://www.flipkart.com/search?q=iPhone+13+Mini
100217,Apple,iPhone 12 Pro Max,6 GB,MOBXIOSXT4F,84999,14,73099,4.4,1263,2,Ahmedabad,2023-05-16,https://www.flipkart.com/search?q=iPhone+12+Pro+Max
100218,Apple,iPhone 11,6 GB,MOBCZH09I65,39999,9,36399,4.5,368,2,Bangalore,2023-01-21,https://www.flipkart.com/search?q=iPhone+11
100219,Apple,iPhone 11 Pro,4 GB,MOBJ50J65DV,69999,11,62299,4.4,1550,2,Mumbai,2024-02-16,https://www.flipkart.com/search?q=iPhone+11+Pro
100220,Apple,iPhone 14 Pro,8 GB,MOBSNV3UJ8P,119999,16,100799,4.1,598,1,Bangalore,2023-04-26,https://www.flipkart.com/search?q=iPhone+14+Pro
100221,Apple,iPhone 14 Pro Max,8 GB,MOB28Q8FWNK,129999,16,109199,3.8,1520,5,Mumbai,2023-07-31,https://www.flipkart.com/search?q=iPhone+14+Pro+Max
100222,Apple,iPhone 14 Pro Max,8 GB,MOBU9NPO5AJ,129999,0,129999,4.2,3652,3,Bangalore,2023-06-27,https://www.flipkart.com/search?q=iPhone+14+Pro+Max
100223,Apple,iPhone 15 Pro,8 GB,MOBX6HYKD2J,134900,10,121410,4.2,2068,4,Jaipur,2024-12-11,https://www.flipkart.com/search?q=iPhone+15+Pro
100224,Apple,iPhone 13 Pro,6 GB,MOBRW8FMHPW,89999,20,71999,4.8,4547,1,Ahmedabad,2023-09-15,https://www.flipkart.com/search?q=iPhone+13+Pro
100225,Apple,iPhone 11 Pro Max,6 GB,MOBDMQHUAJW,74999,18,61499,4.8,3829,1,Lucknow,2024-06-19,https://www.flipkart.com/search?q=iPhone+11+Pro+Max
100226,Apple,iPhone 15 Plus,4 GB,MOBV5CSG7E1,89999,5,85499,4.5,3773,2,Lucknow,2024-12-13,https://www.flipkart.com/search?q=iPhone+15+Plus
100227,Apple,iPhone 13 Mini,4 GB,MOBYN11W6O8,54999,17,45649,4.7,4908,5,Pune,2024-05-07,https://www.flipkart.com/search?q=iPhone+13+Mini
100228,Apple,iPhone 15,4 GB,MOB8LT2OMQ1,79999,14,68799,4.4,4768,5,Hyderabad,2024-03-04,https://www.flipkart.com/search?q=iPhone+15
100229,Apple,iPhone 12 Pro Max,4 GB,MOB3SNE27WA,84999,1,84149,4.2,313,1,Mumbai,2023-08-24,https://www.flipkart.com/search?q=iPhone+12+Pro+Max
100230,Apple,iPhone 12 Pro Max,6 GB,MOBZME307FN,84999,0,84999,3.8,1559,1,Kolkata,2023-08-18,https://www.flipkart.com/search?q=iPhone+12+Pro+Max
100231,Apple,iPhone 14 Pro,8 GB,MOBZ8FCQDQR,119999,15,101999,4.2,3349,1,Bangalore,2023-10-10,https://www.flipkart.com/search?q=iPhone+14+Pro
100232,Apple,iPhone 11 Pro,6 GB,MOB0G1VN1XC,69999,10,62999,4.2,1102,3,Chennai,2023-07-20,https://www.flipkart.com/search?q=iPhone+11+Pro
100233,Apple,iPhone 15 Plus,4 GB,MOB3LCR1Y61,89999,14,77399,4.6,1529,3,Lucknow,2024-10-02,https://www.flipkart.com/search?q=iPhone+15+Plus
100234,Apple,iPhone 14 Pro,4 GB,MOBCDESN6D9,119999,15,101999,3.9,471,5,Hyderabad,2024-01-14,https://www.flipkart.com/search?q=iPhone+14+Pro
100235,Apple,iPhone 13 Pro,6 GB,MOB8A0HNV0O,89999,18,73799,4.5,4607,3,Mumbai,2024-04-28,https://www.flipkart.com/search?q=iPhone+13+Pro
100236,Apple,iPhone 12 Pro Max,4 GB,MOB0ACI7HWA,84999,11,75649,3.9,2691,3,Pune,2024-08-12,https://www.flipkart.com/search?q=iPhone+12+Pro+Max
100237,Apple,iPhone 14 Plus,4 GB,MOBX0OLR44F,74999,11,66749,4.4,839,1,Hyderabad,2024-01-16,https://www.flipkart.com/search?q=iPhone+14+Plus
100238,Apple,iPhone 15 Pro,8 GB,MOBTK6N0GZ3,134900,1,133551,4.1,2857,1,Chennai,2023-12-16,https://www.flipkart.com/search?q=iPhone+15+Pro
100239,Apple,iPhone 15 Pro Max,4 GB,MOBU2X37OE3,159900,1,158301,4.4,3945,3,Mumbai,2023-10-01,https://www.flipkart.com/search?q=iPhone+15+Pro+Max
100240,Apple,iPhone 14,4 GB,MOB1WOIM36R,69999,15,59499,4.7,3667,2,Delhi,2024-06-20,https://www.flipkart.com/search?q=iPhone+14
100241,Apple,iPhone 15 Pro Max,4 GB,MOB0HSHQDG0,159900,7,148707,3.9,2470,2,Mumbai,2023-02-14,https://www.flipkart.com/search?q=iPhone+15+Pro+Max
100242,Apple,iPhone 14 Pro Max,6 GB,MOBOQDREDH5,129999,13,113099,4.1,1301,5,Ahmedabad,2023-12-01,https://www.flipkart.com/search?q=iPhone+14+Pro+Max
100243,Apple,iPhone 14 Pro,4 GB,MOB2VG5OBXB,119999,19,97199,4,2384,2,Lucknow,2024-04-16,https://www.flipkart.com/search?q=iPhone+14+Pro
100244,Apple,iPhone 11 Pro Max,4 GB,MOBQBKYQNPV,74999,13,65249,4,704,5,Ahmedabad,2024-03-30,https://www.flipkart.com/search?q=iPhone+11+Pro+Max
100245,Apple,iPhone 11,4 GB,MOB4JELLOME,39999,5,37999,4,638,4,Chennai,2023-01-31,https://www.flipkart.com/search?q=iPhone+11
100246,Apple,iPhone 13,6 GB,MOB0RROMYCU,59999,17,49799,4.1,3739,5,Chennai,2023-06-10,https://www.flipkart.com/search?q=iPhone+13
100247,Apple,iPhone 13 Mini,8 GB,MOBALGKBMYB,54999,0,54999,4.9,4380,3,Chennai,2023-03-24,https://www.flipkart.com/search?q=iPhone+13+Mini
100248,Apple,iPhone 14 Plus,4 GB,MOB6A3I3B75,74999,20,59999,4.7,1410,5,Mumbai,2024-02-07,https://www.flipkart.com/search?q=iPhone+14+Plus
100249,Apple,iPhone 13,8 GB,MOBVOTLHCM0,59999,1,59399,4.4,4838,2,Chennai,2023-05-04,https://www.flipkart.com/search?q=iPhone+13
100250,Apple,iPhone 12 Pro,6 GB,MOB35V02JDS,79999,7,74399,4.5,617,5,Kolkata,2023-08-24,https://www.flipkart.com/search?q=iPhone+12+Pro
100251,Apple,iPhone 13 Pro,4 GB,MOB7RX8P2SW,89999,16,75599,4.2,2139,5,Ahmedabad,2023-05-12,https://www.flipkart.com/search?q=iPhone+13+Pro
100252,Apple,iPhone 13 Pro,8 GB,MOB9F0LXU0I,89999,10,80999,4,1278,4,Jaipur,2024-11-07,https://www.flipkart.com/search?q=iPhone+13+Pro
100253,Apple,iPhone 11,8 GB,MOBH7V1QD2O,39999,2,39199,4.1,1303,3,Jaipur,2024-07-31,https://www.flipkart.com/search?q=iPhone+11
100254,Apple,iPhone 15 Pro Max,8 GB,MOBQRLIUEOM,159900,6,150306,4,2466,2,Ahmedabad,2023-02-03,https://www.flipkart.com/search?q=iPhone+15+Pro+Max
100255,Apple,iPhone 15,6 GB,MOBTE3WKTQB,79999,14,68799,4.2,2109,2,Ahmedabad,2024-08-24,https://www.flipkart.com/search?q=iPhone+15
100256,Apple,iPhone 14,6 GB,MOBB0M8AA5T,69999,9,63699,4.6,4817,4,Ahmedabad,2024-06-22,https://www.flipkart.com/search?q=iPhone+14
100257,Apple,iPhone 13 Mini,8 GB,MOBRK0K12UO,54999,5,52249,4.1,3929,4,Mumbai,2023-03-03,https://www.flipkart.com/search?q=iPhone+13+Mini
100258,Apple,iPhone 15 Pro Max,8 GB,MOBPE4O3RMS,159900,11,142311,4.9,4687,5,Delhi,2024-07-20,https://www.flipkart.com/search?q=iPhone+15+Pro+Max
100259,Apple,iPhone 14 Pro Max,4 GB,MOBMIH5QQZK,129999,7,120899,4.2,777,1,Ahmedabad,2024-10-21,https://www.flipkart.com/search?q=iPhone+14+Pro+Max
100260,Apple,iPhone 12 Pro Max,8 GB,MOB4P6ZFJUZ,84999,10,76499,3.9,2816,4,Delhi,2024-09-29,https://www.flipkart.com/search?q=iPhone+12+Pro+Max
100261,Apple,iPhone 12 Mini,4 GB,MOBHT7GCPAM,45999,11,40939,3.9,2337,2,Hyderabad,2024-12-26,https://www.flipkart.com/search?q=iPhone+12+Mini
100262,Apple,iPhone 12 Pro Max,4 GB,MOBJ83SADYC,84999,10,76499,3.9,4116,1,Lucknow,2024-02-03,https://www.flipkart.com/search?q=iPhone+12+Pro+Max
100263,Apple,iPhone 11,6 GB,MOBBKYXJSU7,39999,9,36399,3.8,2633,5,Jaipur,2023-05-11,https://www.flipkart.com/search?q=iPhone+11
100264,Apple,iPhone 15 Pro Max,4 GB,MOBJ2KURWXD,159900,3,155103,4.2,4164,2,Delhi,2023-07-21,https://www.flipkart.com/search?q=iPhone+15+Pro+Max
100265,Apple,iPhone 11 Pro Max,8 GB,MOBMZDSY3E9,74999,11,66749,3.8,1474,1,Jaipur,2023-02-05,https://www.flipkart.com/search?q=iPhone+11+Pro+Max
100266,Apple,iPhone 14 Pro Max,8 GB,MOBX4C7HFEW,129999,13,113099,4.1,4770,4,Delhi,2024-02-17,https://www.flipkart.com/search?q=iPhone+14+Pro+Max
100267,Apple,iPhone 13 Pro Max,4 GB,MOBZEU16SK4,94999,9,86449,4.7,1387,4,Ahmedabad,2024-06-08,https://www.flipkart.com/search?q=iPhone+13+Pro+Max
100268,Apple,iPhone 13 Pro,4 GB,MOBRXI299KY,89999,17,74699,4,1179,2,Jaipur,2024-05-03,https://www.flipkart.com/search?q=iPhone+13+Pro
100269,Apple,iPhone 14 Plus,8 GB,MOBW34VOMU8,74999,2,73499,4.8,3720,4,Hyderabad,2024-10-22,https://www.flipkart.com/search?q=iPhone+14+Plus
100270,Apple,iPhone 12,8 GB,MOBBWCPDZIK,49999,11,44499,4.7,405,5,Hyderabad,2024-05-06,https://www.flipkart.com/search?q=iPhone+12
100271,Apple,iPhone 13 Pro,8 GB,MOBQUBD58DD,89999,13,78299,4,418,2,Mumbai,2024-05-10,https://www.flipkart.com/search?q=iPhone+13+Pro
100272,Apple,iPhone 11 Pro,4 GB,MOBUCXU5C2U,69999,17,58099,4.2,318,4,Pune,2023-12-03,https://www.flipkart.com/search?q=iPhone+11+Pro
100273,Apple,iPhone 12 Pro Max,8 GB,MOBD350JSX9,84999,18,69699,4,4056,1,Kolkata,2023-02-10,https://www.flipkart.com/search?q=iPhone+12+Pro+Max
100274,Apple,iPhone 14 Pro,4 GB,MOB5D920LPA,119999,4,115199,4,1408,1,Kolkata,2023-09-03,https://www.flipkart.com/search?q=iPhone+14+Pro
100275,Apple,iPhone 14,6 GB,MOB8N4XFIL0,69999,9,63699,3.9,4880,2,Bangalore,2024-02-05,https://www.flipkart.com/search?q=iPhone+14
100276,Apple,iPhone 15 Pro,8 GB,MOBZ9MQ8W98,134900,18,110618,4,266,2,Hyderabad,2023-10-11,https://www.flipkart.com/search?q=iPhone+15+Pro
100277,Apple,iPhone 15,8 GB,MOBFFKAEFQP,79999,11,71199,3.9,384,4,Jaipur,2023-03-12,https://www.flipkart.com/search?q=iPhone+15
100278,Apple,iPhone 12 Pro Max,8 GB,MOBTRR2FE6U,84999,3,82449,4.8,2576,5,Mumbai,2023-11-28,https://www.flipkart.com/search?q=iPhone+12+Pro+Max
100279,Apple,iPhone 12 Mini,6 GB,MOBPDCOPAPK,45999,2,45079,4,1303,1,Lucknow,2024-08-12,https://www.flipkart.com/search?q=iPhone+12+Mini
100280,Apple,iPhone 14 Plus,6 GB,MOBZ3UD8ZPJ,74999,8,68999,4.5,2743,5,Bangalore,2023-09-04,https://www.flipkart.com/search?q=iPhone+14+Plus
100281,Apple,iPhone 11,8 GB,MOBS3G5JE9Z,39999,17,33199,4.3,4977,1,Bangalore,2023-09-18,https://www.flipkart.com/search?q=iPhone+11
100282,Apple,iPhone 15 Pro Max,6 GB,MOBDVU09SNU,159900,5,151905,4.3,3707,1,Hyderabad,2024-01-19,https://www.flipkart.com/search?q=iPhone+15+Pro+Max
100283,Apple,iPhone 15 Plus,4 GB,MOBB4HW0Q69,89999,17,74699,4.6,4736,1,Delhi,2023-11-11,https://www.flipkart.com/search?q=iPhone+15+Plus
100284,Apple,iPhone 12 Pro Max,4 GB,MOBWDLU2KQ9,84999,9,77349,4.2,1236,1,Jaipur,2023-07-29,https://www.flipkart.com/search?q=iPhone+12+Pro+Max
100285,Apple,iPhone 11,4 GB,MOB1YCGHVV2,39999,4,38399,4.9,3438,5,Lucknow,2023-07-22,https://www.flipkart.com/search?q=iPhone+11
100286,Apple,iPhone 11,6 GB,MOB5FMDZNAA,39999,14,34399,4.1,2081,1,Delhi,2024-09-29,https://www.flipkart.com/search?q=iPhone+11
100287,Apple,iPhone 14,4 GB,MOBAGQQVE8C,69999,13,60899,4,261,3,Chennai,2024-06-20,https://www.flipkart.com/search?q=iPhone+14
100288,Apple,iPhone 15 Pro Max,6 GB,MOBNNSJN31I,159900,2,156702,4.1,378,4,Ahmedabad,2023-03-12,https://www.flipkart.com/search?q=iPhone+15+Pro+Max
100289,Apple,iPhone 12 Pro,4 GB,MOBCFUQAMZE,79999,5,75999,4.8,1543,1,Pune,2024-01-09,https://www.flipkart.com/search?q=iPhone+12+Pro
100290,Apple,iPhone 14 Plus,8 GB,MOBKR18HDBE,74999,16,62999,4.8,3302,3,Hyderabad,2023-12-27,https://www.flipkart.com/search?q=iPhone+14+Plus
100291,Apple,iPhone 12,8 GB,MOBI7TVUPZD,49999,6,46999,4.8,2522,4,Mumbai,2023-12-18,https://www.flipkart.com/search?q=iPhone+12
100292,Apple,iPhone 12 Mini,6 GB,MOB2S58HREZ,45999,2,45079,4.2,2721,2,Bangalore,2023-09-21,https://www.flipkart.com/search?q=iPhone+12+Mini
100293,Apple,iPhone 14 Pro,6 GB,MOBR2LLJ6VA,119999,4,115199,4.3,832,1,Jaipur,2023-08-19,https://www.flipkart.com/search?q=iPhone+14+Pro
100294,Apple,iPhone 15,4 GB,MOBF8WC1TFM,79999,17,66399,4.3,487,3,Ahmedabad,2023-07-15,https://www.flipkart.com/search?q=iPhone+15
100295,Apple,iPhone 11 Pro Max,4 GB,MOB2ORAPKE1,74999,3,72749,4.4,2484,2,Jaipur,2023-05-06,https://www.flipkart.com/search?q=iPhone+11+Pro+Max
100296,Apple,iPhone 13 Pro,8 GB,MOB0DM79QF7,89999,8,82799,4.1,2860,4,Lucknow,2023-01-13,https://www.flipkart.com/search?q=iPhone+13+Pro
100297,Apple,iPhone 13 Mini,8 GB,MOBU4JO42DH,54999,3,53349,4.7,935,1,Pune,2023-03-30,https://www.flipkart.com/search?q=iPhone+13+Mini
100298,Apple,iPhone 12 Pro,4 GB,MOB1G03UKO7,79999,12,70399,4.3,2664,3,Ahmedabad,2024-10-10,https://www.flipkart.com/search?q=iPhone+12+Pro
100299,Apple,iPhone 12,8 GB,MOB4O0HIANJ,49999,10,44999,4,4802,1,Chennai,2023-02-07,https://www.flipkart.com/search?q=iPhone+12
100300,Apple,iPhone 14 Pro Max,8 GB,MOBXS11LZEZ,129999,12,114399,4.5,285,5,Lucknow,2023-03-05,https://www.flipkart.com/search?q=iPhone+14+Pro+Max
100301,Apple,iPhone 15 Pro,4 GB,MOBQZIS0DO2,134900,3,130853,4.8,4784,5,Mumbai,2023-01-02,https://www.flipkart.com/search?q=iPhone+15+Pro
100302,Apple,iPhone 13 Mini,8 GB,MOBW5U3L84Z,54999,10,49499,4.4,419,5,Hyderabad,2024-12-17,https://www.flipkart.com/search?q=iPhone+13+Mini
100303,Apple,iPhone 11 Pro Max,4 GB,MOB99TEV7HE,74999,19,60749,3.9,2016,1,Ahmedabad,2023-09-04,https://www.flipkart.com/search?q=iPhone+11+Pro+Max
100304,Apple,iPhone 13,8 GB,MOB63505D32,59999,11,53399,4.2,3542,1,Jaipur,2024-03-31,https://www.flipkart.com/search?q=iPhone+13
100305,Apple,iPhone 12 Pro,8 GB,MOBSULTJ7LR,79999,19,64799,4.7,612,1,Kolkata,2024-11-03,https://www.flipkart.com/search?q=iPhone+12+Pro
100306,Apple,iPhone 12 Pro Max,8 GB,MOB7ZLGDR10,84999,17,70549,4.5,346,2,Jaipur,2023-09-25,https://www.flipkart.com/search?q=iPhone+12+Pro+Max
100307,Apple,iPhone 12 Pro,8 GB,MOBV8I6FW71,79999,6,75199,4.3,3634,1,Jaipur,2024-02-09,https://www.flipkart.com/search?q=iPhone+12+Pro
100308,Apple,iPhone 15 Pro,8 GB,MOBFUFDO4WM,134900,19,109269,4.9,2387,3,Hyderabad,2024-02-25,https://www.flipkart.com/search?q=iPhone+15+Pro
